Barcode,Mid
s_008um_00457_00211-1,PC
s_008um_00424_00214-1,PC
s_008um_00424_00226-1,PC
s_008um_00474_00236-1,PC
s_008um_00433_00238-1,PC
s_008um_00447_00206-1,PC
s_008um_00474_00232-1,PC
s_008um_00448_00220-1,PC
s_008um_00476_00205-1,PC
s_008um_00448_00202-1,PC
s_008um_00416_00229-1,PC
s_008um_00449_00203-1,PC
s_008um_00453_00228-1,PC
s_008um_00467_00222-1,PC
s_008um_00449_00239-1,PC
s_008um_00476_00217-1,PC
s_008um_00472_00217-1,PC
s_008um_00432_00205-1,PC
s_008um_00466_00223-1,PC
s_008um_00458_00221-1,PC
s_008um_00439_00220-1,PC
s_008um_00442_00228-1,PC
s_008um_00467_00200-1,PC
s_008um_00456_00225-1,PC
s_008um_00474_00230-1,PC
s_008um_00451_00211-1,PC
s_008um_00455_00205-1,PC
s_008um_00463_00204-1,PC
s_008um_00445_00227-1,PC
s_008um_00455_00233-1,PC
s_008um_00424_00235-1,PC
s_008um_00406_00201-1,PC
s_008um_00459_00207-1,PC
s_008um_00435_00232-1,PC
s_008um_00453_00221-1,PC
s_008um_00444_00222-1,PC
s_008um_00475_00217-1,PC
s_008um_00472_00234-1,PC
s_008um_00415_00216-1,PC
s_008um_00478_00215-1,PC
s_008um_00443_00241-1,PC
s_008um_00462_00241-1,PC
s_008um_00428_00222-1,PC
s_008um_00421_00236-1,PC
s_008um_00445_00233-1,PC
s_008um_00465_00208-1,PC
s_008um_00456_00206-1,PC
s_008um_00478_00209-1,PC
s_008um_00472_00208-1,PC
s_008um_00448_00214-1,PC
s_008um_00418_00205-1,PC
s_008um_00431_00231-1,PC
s_008um_00463_00218-1,PC
s_008um_00468_00238-1,PC
s_008um_00470_00235-1,PC
s_008um_00482_00231-1,PC
s_008um_00470_00218-1,PC
s_008um_00444_00214-1,PC
s_008um_00478_00208-1,PC
s_008um_00471_00237-1,PC
s_008um_00422_00217-1,PC
s_008um_00411_00225-1,PC
s_008um_00477_00218-1,PC
s_008um_00433_00217-1,PC
s_008um_00471_00224-1,PC
s_008um_00463_00230-1,PC
s_008um_00419_00214-1,PC
s_008um_00465_00210-1,PC
s_008um_00413_00210-1,PC
s_008um_00454_00229-1,PC
s_008um_00422_00210-1,PC
s_008um_00478_00228-1,PC
s_008um_00446_00227-1,PC
s_008um_00461_00235-1,PC
s_008um_00454_00241-1,PC
s_008um_00477_00225-1,PC
s_008um_00423_00206-1,PC
s_008um_00459_00223-1,PC
s_008um_00472_00226-1,PC
s_008um_00435_00206-1,PC
s_008um_00473_00227-1,PC
s_008um_00459_00203-1,PC
s_008um_00475_00236-1,PC
s_008um_00443_00214-1,PC
s_008um_00414_00232-1,PC
s_008um_00438_00215-1,PC
s_008um_00442_00234-1,PC
s_008um_00472_00238-1,PC
s_008um_00453_00220-1,PC
s_008um_00476_00214-1,PC
s_008um_00456_00230-1,PC
s_008um_00452_00213-1,PC
s_008um_00408_00221-1,PC
s_008um_00481_00231-1,PC
s_008um_00460_00232-1,PC
s_008um_00420_00235-1,PC
s_008um_00453_00210-1,PC
s_008um_00425_00219-1,PC
s_008um_00468_00230-1,PC
s_008um_00470_00210-1,PC
s_008um_00426_00207-1,PC
s_008um_00467_00211-1,PC
s_008um_00417_00231-1,PC
s_008um_00440_00235-1,PC
s_008um_00414_00211-1,PC
s_008um_00407_00204-1,PC
s_008um_00413_00205-1,PC
s_008um_00456_00226-1,PC
s_008um_00426_00215-1,PC
s_008um_00467_00221-1,PC
s_008um_00446_00238-1,PC
s_008um_00477_00222-1,PC
s_008um_00447_00219-1,PC
s_008um_00439_00204-1,PC
s_008um_00458_00232-1,PC
s_008um_00439_00205-1,PC
s_008um_00427_00238-1,PC
s_008um_00478_00221-1,PC
s_008um_00418_00206-1,PC
s_008um_00436_00221-1,PC
s_008um_00481_00204-1,PC
s_008um_00408_00216-1,PC
s_008um_00477_00226-1,PC
s_008um_00435_00228-1,PC
s_008um_00468_00200-1,PC
s_008um_00424_00223-1,PC
s_008um_00478_00226-1,PC
s_008um_00431_00225-1,PC
s_008um_00443_00204-1,PC
s_008um_00409_00204-1,PC
s_008um_00442_00209-1,PC
s_008um_00437_00210-1,PC
s_008um_00426_00234-1,PC
s_008um_00414_00217-1,PC
s_008um_00425_00237-1,PC
s_008um_00468_00220-1,PC
s_008um_00467_00239-1,PC
s_008um_00465_00217-1,PC
s_008um_00454_00211-1,PC
s_008um_00443_00239-1,PC
s_008um_00481_00215-1,PC
s_008um_00432_00227-1,PC
s_008um_00471_00220-1,PC
s_008um_00451_00205-1,PC
s_008um_00440_00204-1,PC
s_008um_00452_00216-1,PC
s_008um_00411_00230-1,PC
s_008um_00478_00204-1,PC
s_008um_00459_00214-1,PC
s_008um_00480_00227-1,PC
s_008um_00405_00203-1,PC
s_008um_00473_00200-1,PC
s_008um_00458_00231-1,PC
s_008um_00428_00227-1,PC
s_008um_00445_00236-1,PC
s_008um_00434_00235-1,PC
s_008um_00428_00213-1,PC
s_008um_00474_00204-1,PC
s_008um_00450_00221-1,PC
s_008um_00418_00204-1,PC
s_008um_00412_00223-1,PC
s_008um_00439_00217-1,PC
s_008um_00426_00232-1,PC
s_008um_00426_00211-1,PC
s_008um_00438_00238-1,PC
s_008um_00464_00225-1,PC
s_008um_00476_00209-1,PC
s_008um_00417_00207-1,PC
s_008um_00483_00222-1,PC
s_008um_00416_00219-1,PC
s_008um_00419_00213-1,PC
s_008um_00424_00211-1,PC
s_008um_00475_00219-1,PC
s_008um_00481_00227-1,PC
s_008um_00456_00241-1,PC
s_008um_00415_00225-1,PC
s_008um_00476_00222-1,PC
s_008um_00468_00203-1,PC
s_008um_00445_00238-1,PC
s_008um_00425_00207-1,PC
s_008um_00439_00210-1,PC
s_008um_00417_00236-1,PC
s_008um_00423_00223-1,PC
s_008um_00478_00230-1,PC
s_008um_00472_00219-1,PC
s_008um_00463_00202-1,PC
s_008um_00479_00202-1,PC
s_008um_00417_00203-1,PC
s_008um_00427_00209-1,PC
s_008um_00442_00226-1,PC
s_008um_00452_00227-1,PC
s_008um_00476_00226-1,PC
s_008um_00413_00217-1,PC
s_008um_00458_00227-1,PC
s_008um_00427_00221-1,PC
s_008um_00449_00226-1,PC
s_008um_00460_00237-1,PC
s_008um_00408_00205-1,PC
s_008um_00484_00230-1,PC
s_008um_00459_00218-1,PC
s_008um_00462_00213-1,PC
s_008um_00429_00230-1,PC
s_008um_00409_00218-1,PC
s_008um_00471_00221-1,PC
s_008um_00457_00209-1,PC
s_008um_00454_00214-1,PC
s_008um_00482_00196-1,PC
s_008um_00463_00220-1,PC
s_008um_00416_00206-1,PC
s_008um_00455_00218-1,PC
s_008um_00437_00218-1,PC
s_008um_00477_00233-1,PC
s_008um_00471_00235-1,PC
s_008um_00437_00221-1,PC
s_008um_00430_00221-1,PC
s_008um_00467_00220-1,PC
s_008um_00432_00228-1,PC
s_008um_00433_00221-1,PC
s_008um_00465_00239-1,PC
s_008um_00416_00212-1,PC
s_008um_00435_00211-1,PC
s_008um_00412_00217-1,PC
s_008um_00419_00205-1,PC
s_008um_00450_00231-1,PC
s_008um_00436_00230-1,PC
s_008um_00466_00236-1,PC
s_008um_00413_00215-1,PC
s_008um_00444_00228-1,PC
s_008um_00425_00232-1,PC
s_008um_00434_00225-1,PC
s_008um_00417_00225-1,PC
s_008um_00445_00214-1,PC
s_008um_00467_00218-1,PC
s_008um_00447_00213-1,PC
s_008um_00413_00202-1,PC
s_008um_00418_00224-1,PC
s_008um_00457_00214-1,PC
s_008um_00460_00241-1,PC
s_008um_00463_00205-1,PC
s_008um_00458_00224-1,PC
s_008um_00467_00201-1,PC
s_008um_00456_00232-1,PC
s_008um_00437_00204-1,PC
s_008um_00465_00206-1,PC
s_008um_00422_00234-1,PC
s_008um_00425_00218-1,PC
s_008um_00420_00205-1,PC
s_008um_00422_00237-1,PC
s_008um_00453_00216-1,PC
s_008um_00408_00219-1,PC
s_008um_00461_00219-1,PC
s_008um_00422_00218-1,PC
s_008um_00424_00234-1,PC
s_008um_00422_00229-1,PC
s_008um_00449_00236-1,PC
s_008um_00453_00236-1,PC
s_008um_00425_00208-1,PC
s_008um_00426_00203-1,PC
s_008um_00477_00229-1,PC
s_008um_00451_00209-1,PC
s_008um_00412_00206-1,PC
s_008um_00448_00208-1,PC
s_008um_00457_00232-1,PC
s_008um_00417_00210-1,PC
s_008um_00464_00224-1,PC
s_008um_00422_00220-1,PC
s_008um_00453_00241-1,PC
