Barcode,Top
s_008um_00116_00138-1,PC
s_008um_00145_00140-1,PC
s_008um_00104_00136-1,PC
s_008um_00087_00150-1,PC
s_008um_00139_00111-1,PC
s_008um_00104_00134-1,PC
s_008um_00118_00143-1,PC
s_008um_00140_00136-1,PC
s_008um_00152_00120-1,PC
s_008um_00152_00121-1,PC
s_008um_00116_00142-1,PC
s_008um_00147_00130-1,PC
s_008um_00089_00152-1,PC
s_008um_00114_00119-1,PC
s_008um_00085_00135-1,PC
s_008um_00100_00145-1,PC
s_008um_00129_00145-1,PC
s_008um_00129_00122-1,PC
s_008um_00084_00131-1,PC
s_008um_00126_00130-1,PC
s_008um_00135_00127-1,PC
s_008um_00111_00132-1,PC
s_008um_00086_00123-1,PC
s_008um_00148_00113-1,PC
s_008um_00132_00113-1,PC
s_008um_00147_00136-1,PC
s_008um_00082_00121-1,PC
s_008um_00135_00113-1,PC
s_008um_00123_00115-1,PC
s_008um_00151_00121-1,PC
s_008um_00121_00140-1,PC
s_008um_00136_00144-1,PC
s_008um_00110_00118-1,PC
s_008um_00105_00138-1,PC
s_008um_00131_00122-1,PC
s_008um_00152_00136-1,PC
s_008um_00092_00142-1,PC
s_008um_00135_00136-1,PC
s_008um_00108_00133-1,PC
s_008um_00103_00140-1,PC
s_008um_00090_00135-1,PC
s_008um_00126_00134-1,PC
s_008um_00116_00139-1,PC
s_008um_00123_00118-1,PC
s_008um_00134_00110-1,PC
s_008um_00096_00130-1,PC
s_008um_00128_00121-1,PC
s_008um_00130_00143-1,PC
s_008um_00120_00148-1,PC
s_008um_00151_00125-1,PC
s_008um_00098_00128-1,PC
s_008um_00143_00109-1,PC
s_008um_00087_00133-1,PC
s_008um_00080_00124-1,PC
s_008um_00083_00131-1,PC
s_008um_00131_00149-1,PC
s_008um_00136_00115-1,PC
s_008um_00117_00139-1,PC
s_008um_00118_00138-1,PC
s_008um_00121_00143-1,PC
s_008um_00120_00118-1,PC
s_008um_00110_00147-1,PC
s_008um_00090_00146-1,PC
s_008um_00123_00130-1,PC
s_008um_00111_00128-1,PC
s_008um_00149_00138-1,PC
s_008um_00148_00120-1,PC
s_008um_00149_00103-1,PC
s_008um_00126_00125-1,PC
s_008um_00112_00149-1,PC
s_008um_00109_00143-1,PC
s_008um_00090_00152-1,PC
s_008um_00110_00132-1,PC
s_008um_00149_00115-1,PC
s_008um_00114_00149-1,PC
s_008um_00082_00128-1,PC
s_008um_00133_00116-1,PC
s_008um_00094_00126-1,PC
s_008um_00143_00135-1,PC
s_008um_00092_00136-1,PC
s_008um_00144_00126-1,PC
s_008um_00092_00130-1,PC
s_008um_00122_00139-1,PC
s_008um_00139_00149-1,PC
s_008um_00140_00118-1,PC
s_008um_00150_00103-1,PC
s_008um_00111_00137-1,PC
s_008um_00115_00121-1,PC
s_008um_00127_00144-1,PC
s_008um_00119_00130-1,PC
s_008um_00089_00143-1,PC
s_008um_00124_00138-1,PC
s_008um_00093_00145-1,PC
s_008um_00113_00118-1,PC
s_008um_00121_00125-1,PC
s_008um_00085_00143-1,PC
s_008um_00125_00139-1,PC
s_008um_00150_00141-1,PC
s_008um_00101_00128-1,PC
s_008um_00123_00132-1,PC
s_008um_00116_00132-1,PC
s_008um_00133_00146-1,PC
s_008um_00096_00138-1,PC
s_008um_00082_00138-1,PC
s_008um_00087_00123-1,PC
s_008um_00083_00138-1,PC
s_008um_00135_00120-1,PC
s_008um_00148_00116-1,PC
s_008um_00148_00126-1,PC
s_008um_00128_00127-1,PC
s_008um_00141_00133-1,PC
s_008um_00122_00149-1,PC
s_008um_00110_00145-1,PC
s_008um_00109_00150-1,PC
s_008um_00084_00130-1,PC
s_008um_00137_00134-1,PC
s_008um_00128_00125-1,PC
s_008um_00109_00122-1,PC
s_008um_00108_00120-1,PC
s_008um_00150_00139-1,PC
s_008um_00124_00125-1,PC
s_008um_00094_00140-1,PC
s_008um_00117_00122-1,PC
s_008um_00088_00141-1,PC
s_008um_00142_00118-1,PC
s_008um_00129_00136-1,PC
s_008um_00141_00141-1,PC
s_008um_00132_00136-1,PC
s_008um_00091_00123-1,PC
s_008um_00115_00141-1,PC
s_008um_00124_00152-1,PC
s_008um_00106_00155-1,PC
s_008um_00104_00121-1,PC
s_008um_00150_00143-1,PC
s_008um_00129_00115-1,PC
s_008um_00101_00125-1,PC
s_008um_00113_00129-1,PC
s_008um_00097_00137-1,PC
s_008um_00152_00139-1,PC
s_008um_00115_00120-1,PC
s_008um_00132_00117-1,PC
s_008um_00152_00125-1,PC
s_008um_00146_00116-1,PC
s_008um_00086_00151-1,PC
s_008um_00117_00134-1,PC
s_008um_00126_00117-1,PC
s_008um_00115_00129-1,PC
s_008um_00122_00135-1,PC
s_008um_00088_00140-1,PC
s_008um_00095_00132-1,PC
s_008um_00114_00148-1,PC
s_008um_00120_00139-1,PC
s_008um_00098_00137-1,PC
s_008um_00098_00132-1,PC
s_008um_00119_00148-1,PC
s_008um_00101_00150-1,PC
s_008um_00144_00134-1,PC
s_008um_00108_00144-1,PC
s_008um_00116_00126-1,PC
s_008um_00115_00150-1,PC
s_008um_00108_00155-1,PC
s_008um_00097_00139-1,PC
s_008um_00094_00150-1,PC
s_008um_00139_00113-1,PC
s_008um_00132_00145-1,PC
s_008um_00127_00129-1,PC
s_008um_00093_00149-1,PC
s_008um_00126_00144-1,PC
s_008um_00097_00124-1,PC
